Date,Open,High,Low,Close,Volume
2005-05-17,1165.69,1174.35,1159.86,1173.8,1048477778
2005-05-18,1173.8,1187.9,1173.8,1185.56,1259066667
2005-05-19,1185.56,1191.09,1184.49,1191.08,986588889
2005-05-20,1191.08,1191.22,1185.19,1189.28,906527778
2005-05-23,1189.28,1197.44,1188.76,1193.86,933983333
2005-05-24,1193.86,1195.29,1189.87,1194.07,933888889
2005-05-25,1194.07,1194.07,1185.96,1190.01,967877778
2005-05-26,1190.01,1198.95,1190.01,1197.62,918950000
2005-05-27,1197.62,1199.56,1195.28,1198.78,767461111
2005-05-31,1198.78,1198.78,1191.5,1191.5,1022600000
2005-06-01,1191.5,1205.64,1191.03,1202.22,1005611111
2005-06-02,1202.27,1204.67,1198.42,1204.29,1007661111
2005-06-03,1204.29,1205.09,1194.55,1196.02,904177778
2005-06-06,1196.02,1198.78,1192.75,1197.51,859511111
2005-06-07,1197.51,1208.85,1197.26,1197.26,1028538889
2005-06-08,1197.26,1201.97,1193.33,1194.67,953050000
2005-06-09,1194.67,1201.86,1191.09,1200.93,1013400000
2005-06-10,1200.93,1202.79,1192.64,1198.11,924544444
2005-06-13,1198.11,1206.03,1194.51,1200.82,922972222
2005-06-14,1200.82,1207.53,1200.18,1203.91,943416667
2005-06-15,1203.91,1208.08,1198.66,1206.58,1022466667
2005-06-16,1206.55,1212.1,1205.47,1210.96,986688889
2005-06-17,1210.93,1219.55,1210.93,1216.96,1337427778
2005-06-20,1216.96,1219.1,1210.65,1216.1,952516667
2005-06-21,1216.1,1217.13,1211.86,1213.61,955944444
2005-06-22,1213.61,1219.59,1211.69,1213.88,1012916667
2005-06-23,1213.88,1216.45,1200.72,1200.73,1127733333
2005-06-24,1200.73,1200.9,1191.45,1191.57,1343777778
2005-06-27,1191.57,1194.33,1188.3,1190.69,965900000
2005-06-28,1190.69,1202.54,1190.69,1201.57,984672222
2005-06-29,1201.57,1204.07,1198.7,1199.85,982933333
2005-06-30,1199.85,1203.27,1190.51,1191.33,1171938889
2005-07-01,1191.33,1197.89,1191.33,1194.44,885455556
2005-07-05,1194.44,1206.34,1192.49,1204.99,1003233333
2005-07-06,1204.99,1206.11,1194.78,1194.94,1046372222
2005-07-07,1194.94,1198.46,1183.55,1197.87,1084688889
2005-07-08,1197.87,1212.73,1197.2,1211.86,1056005556
2005-07-11,1211.86,1220.03,1211.86,1219.44,1025722222
2005-07-12,1219.44,1225.54,1216.6,1222.21,1073338889
2005-07-13,1222.21,1224.46,1219.64,1223.29,1006944444
2005-07-14,1223.29,1233.16,1223.29,1226.5,1138172222
2005-07-15,1226.5,1229.53,1223.5,1227.92,953555556
2005-07-18,1227.92,1227.92,1221.13,1221.13,878944444
2005-07-19,1221.13,1230.34,1221.13,1229.35,1134044444
2005-07-20,1229.35,1236.56,1222.91,1235.2,1146300000
2005-07-21,1235.2,1235.83,1224.7,1227.04,1183244444
2005-07-22,1227.04,1234.19,1226.15,1233.68,981661111
2005-07-25,1233.68,1238.36,1228.15,1229.03,954211111
2005-07-26,1229.03,1234.42,1229.03,1231.16,1074544444
2005-07-27,1231.16,1237.64,1230.15,1236.79,1081000000
2005-07-28,1236.79,1245.15,1235.81,1243.72,1112044444
2005-07-29,1243.72,1245.04,1234.18,1234.18,994222222
2005-08-01,1234.18,1239.1,1233.8,1235.35,953816667
2005-08-02,1235.35,1244.69,1235.35,1244.12,1135066667
2005-08-03,1244.12,1245.86,1240.57,1245.04,1111100000
2005-08-04,1245.04,1245.04,1235.15,1235.86,1100677778
2005-08-05,1235.86,1235.86,1225.62,1226.42,1072377778
2005-08-08,1226.42,1232.28,1222.67,1223.13,1002300000
2005-08-09,1223.13,1234.11,1223.13,1231.38,1054177778
2005-08-10,1231.38,1242.69,1226.58,1229.13,1206844444
2005-08-11,1229.13,1237.81,1228.33,1237.81,1078644444
2005-08-12,1237.81,1237.81,1225.87,1230.39,949611111
2005-08-15,1230.4,1236.24,1226.2,1233.87,868266667
2005-08-16,1233.87,1233.87,1219.05,1219.34,1011338889
2005-08-17,1219.34,1225.63,1218.07,1220.24,1032861111
2005-08-18,1220.24,1222.64,1215.93,1219.02,1004538889
2005-08-19,1219.02,1225.08,1219.02,1219.71,865994444
2005-08-22,1219.71,1228.96,1216.47,1221.73,900738889
2005-08-23,1221.73,1223.04,1214.44,1217.59,932566667
2005-08-24,1217.57,1224.15,1209.37,1209.59,1072666667
2005-08-25,1209.59,1213.73,1209.57,1212.37,872838889
2005-08-26,1212.4,1212.4,1204.23,1205.1,856161111
2005-08-29,1205.1,1214.28,1201.53,1212.28,888583333
2005-08-30,1212.28,1212.28,1201.07,1208.41,1064705556
2005-08-31,1208.41,1220.36,1204.4,1220.33,1314172222
2005-09-01,1220.33,1227.29,1216.18,1221.59,1238811111
2005-09-02,1221.59,1224.45,1217.75,1218.02,911200000
2005-09-06,1218.02,1233.61,1218.02,1233.39,1073383333
2005-09-07,1233.39,1237.06,1230.93,1236.36,1148722222
2005-09-08,1236.36,1236.36,1229.51,1231.67,1086322222
2005-09-09,1231.67,1243.13,1231.67,1241.48,1106977778
2005-09-12,1241.48,1242.6,1239.15,1240.56,1076694444
2005-09-13,1240.57,1240.57,1231.2,1231.2,1156866667
2005-09-14,1231.2,1234.74,1226.16,1227.16,1103750000
2005-09-15,1227.16,1231.88,1224.85,1227.73,1155188889
2005-09-16,1228.42,1237.95,1228.42,1237.91,1751372222
2005-09-19,1237.91,1237.91,1227.65,1231.02,1153633333
2005-09-20,1231.02,1236.49,1220.07,1221.34,1288472222
2005-09-21,1221.34,1221.52,1209.89,1210.2,1415638889
2005-09-22,1210.2,1216.64,1205.35,1214.62,1347066667
2005-09-23,1214.62,1218.83,1209.8,1215.29,1096122222
2005-09-26,1215.29,1222.56,1211.84,1215.63,1123455556
2005-09-27,1215.63,1220.17,1211.11,1215.66,1097927778
2005-09-28,1215.66,1220.98,1212.72,1216.89,1170544444
2005-09-29,1216.89,1228.7,1211.54,1227.68,1208955556
2005-09-30,1227.68,1229.57,1225.22,1228.81,1165288889
2005-10-03,1228.81,1233.34,1225.15,1226.7,1165272222
2005-10-04,1226.7,1229.88,1214.02,1214.47,1300788889
2005-10-05,1214.47,1214.47,1196.25,1196.39,1414877778
2005-10-06,1196.39,1202.14,1181.92,1191.49,1551127778
2005-10-07,1191.49,1199.71,1191.46,1195.9,1181155556
2005-10-10,1195.9,1196.52,1186.12,1187.33,1219994444
2005-10-11,1187.33,1193.1,1183.16,1184.87,1277244444
2005-10-12,1184.87,1190.02,1173.65,1177.68,1384044444
2005-10-13,1177.68,1179.56,1168.2,1176.84,1306194444
2005-10-14,1176.84,1187.13,1175.44,1186.57,1216077778
2005-10-17,1186.57,1191.21,1184.48,1190.1,1141427778
2005-10-18,1190.1,1190.1,1178.13,1178.14,1220561111
2005-10-19,1178.14,1195.76,1170.55,1195.76,1501994444
2005-10-20,1195.76,1197.3,1173.3,1177.8,1454027778
2005-10-21,1177.8,1186.46,1174.92,1179.59,1372733333
2005-10-24,1179.59,1199.39,1179.59,1199.38,1220994444
2005-10-25,1199.38,1201.3,1189.29,1196.54,1284705556
2005-10-26,1196.54,1204.01,1191.38,1191.38,1370972222
2005-10-27,1191.38,1192.65,1178.89,1178.9,1330761111
2005-10-28,1178.9,1198.41,1178.9,1198.41,1321888889
2005-10-31,1198.41,1211.43,1198.41,1207.01,1426372222
2005-11-01,1207.01,1207.34,1201.66,1202.76,1365472222
2005-11-02,1202.76,1215.17,1201.07,1214.76,1471161111
2005-11-03,1214.76,1224.7,1214.76,1219.94,1509238889
2005-11-04,1219.94,1222.52,1214.45,1220.14,1139172222
2005-11-07,1220.14,1224.18,1217.29,1222.81,1104211111
2005-11-08,1222.81,1222.81,1216.08,1218.59,1091694444
2005-11-09,1218.59,1226.59,1216.53,1220.65,1230255556
2005-11-10,1220.65,1232.41,1215.05,1230.96,1321366667
2005-11-11,1230.96,1235.7,1230.72,1234.72,985077778
2005-11-14,1234.72,1237.2,1231.78,1233.76,1055433333
2005-11-15,1233.76,1237.94,1226.41,1229.01,1310761111
2005-11-16,1229.01,1232.24,1227.18,1231.21,1178655556
2005-11-17,1231.21,1242.96,1231.21,1242.8,1276688889
2005-11-18,1242.8,1249.58,1240.71,1248.27,1362938889
2005-11-21,1248.27,1255.89,1246.9,1254.85,1176305556
2005-11-22,1254.85,1261.9,1251.4,1261.23,1273011111
2005-11-23,1261.23,1270.64,1259.51,1265.61,1103000000
2005-11-25,1265.61,1268.78,1265.54,1268.25,402744444
2005-11-28,1268.25,1268.44,1257.17,1257.46,1120500000
2005-11-29,1257.46,1266.18,1257.46,1257.48,1260188889
2005-11-30,1257.48,1260.93,1249.39,1249.48,1319272222
2005-12-01,1249.48,1266.17,1249.48,1264.67,1452683333
2005-12-02,1264.67,1266.85,1261.42,1265.08,1180877778
2005-12-05,1265.08,1265.08,1258.12,1262.09,1292133333
2005-12-06,1262.09,1272.89,1262.09,1263.7,1172633333
2005-12-07,1263.7,1264.85,1253.02,1257.37,1163238889
2005-12-08,1257.37,1263.36,1250.91,1255.84,1210166667
2005-12-09,1255.84,1263.08,1254.24,1259.37,1053494444
2005-12-12,1259.37,1263.86,1255.52,1260.43,1042527778
2005-12-13,1260.43,1272.11,1258.56,1267.43,1327788889
2005-12-14,1267.43,1275.8,1267.07,1272.74,1191955556
2005-12-15,1272.74,1275.17,1267.74,1270.94,1211438889
2005-12-16,1270.94,1275.24,1267.32,1267.32,1435661111
2005-12-19,1267.32,1270.51,1259.28,1259.92,1227116667
2005-12-20,1259.92,1263.86,1257.21,1259.62,1109272222
2005-12-21,1259.62,1269.37,1259.62,1262.79,1147316667
2005-12-22,1262.79,1268.19,1262.5,1268.12,1049166667
2005-12-23,1268.12,1269.76,1265.92,1268.66,714338889
2005-12-27,1268.66,1271.83,1256.54,1256.54,855816667
2005-12-28,1256.54,1261.1,1256.54,1258.17,790200000
2005-12-29,1258.17,1260.61,1254.18,1254.42,768077778
2005-12-30,1254.42,1254.42,1246.59,1248.29,801944444
2006-01-03,1248.29,1270.22,1245.74,1268.8,1419205556
2006-01-04,1268.8,1275.37,1267.74,1273.46,1397405556
2006-01-05,1273.46,1276.91,1270.3,1273.48,1351855556
2006-01-06,1273.48,1286.09,1273.48,1285.45,1359200000
2006-01-09,1285.45,1290.78,1284.82,1290.15,1278605556
2006-01-10,1290.15,1290.15,1283.76,1289.69,1318377778
2006-01-11,1289.72,1294.9,1288.12,1294.18,1336738889
2006-01-12,1294.18,1294.18,1285.04,1286.06,1287972222
2006-01-13,1286.06,1288.96,1282.78,1287.61,1225838889
2006-01-17,1287.61,1287.61,1278.61,1282.93,1211094444
2006-01-18,1282.93,1282.93,1272.08,1277.93,1240666667
2006-01-19,1277.93,1287.79,1277.93,1285.04,1357788889
2006-01-20,1285.04,1285.04,1260.92,1261.49,1581005556
2006-01-23,1261.49,1268.19,1261.49,1263.82,1253372222
2006-01-24,1263.82,1271.47,1263.82,1266.86,1449288889
2006-01-25,1266.86,1271.87,1259.42,1264.68,1453922222
2006-01-26,1264.68,1276.44,1264.68,1273.83,1587100000
2006-01-27,1273.83,1286.38,1273.83,1283.72,1457566667
2006-01-30,1283.72,1287.94,1283.51,1285.19,1268183333
2006-01-31,1285.2,1285.2,1276.85,1280.08,1504616667
2006-02-01,1280.08,1283.33,1277.57,1282.46,1438561111
2006-02-02,1282.46,1282.46,1267.72,1270.84,1425166667
2006-02-03,1270.84,1270.87,1261.02,1264.03,1267894444
2006-02-06,1264.03,1267.04,1261.62,1265.02,1184644444
2006-02-07,1265.02,1265.78,1253.61,1254.78,1314650000
2006-02-08,1254.78,1266.47,1254.78,1265.65,1364922222
2006-02-09,1265.65,1274.56,1262.8,1263.78,1356622222
2006-02-10,1263.82,1269.89,1254.98,1266.99,1272250000
2006-02-13,1266.99,1266.99,1258.34,1262.86,1027822222
2006-02-14,1262.86,1278.21,1260.8,1275.53,1354411111
2006-02-15,1275.53,1281,1271.06,1280,1287550000
2006-02-16,1280,1289.39,1280,1289.38,1250827778
2006-02-17,1289.38,1289.47,1284.07,1287.24,1182366667
2006-02-21,1287.24,1291.92,1281.33,1283.03,1169066667
2006-02-22,1283.03,1294.17,1283.03,1292.67,1234655556
2006-02-23,1292.67,1293.84,1285.14,1287.79,1191227778
2006-02-24,1287.79,1292.11,1285.62,1289.43,1073894444
2006-02-27,1289.43,1297.57,1289.43,1294.12,1097400000
2006-02-28,1294.12,1294.12,1278.66,1280.66,1317144444
2006-03-01,1280.66,1291.8,1280.66,1291.24,1282400000
2006-03-02,1291.24,1291.24,1283.21,1289.14,1385883333
2006-03-03,1289.14,1297.33,1284.2,1287.23,1196083333
2006-03-06,1287.23,1288.23,1275.67,1278.26,1266772222
2006-03-07,1278.26,1278.26,1271.11,1275.88,1260027778
2006-03-08,1275.88,1280.33,1268.42,1278.47,1357150000
2006-03-09,1278.47,1282.74,1272.23,1272.23,1188950000
2006-03-10,1272.23,1284.37,1271.11,1281.42,1179694444
2006-03-13,1281.58,1287.37,1281.58,1284.13,1150183333
2006-03-14,1284.13,1298.14,1282.67,1297.48,1202927778
2006-03-15,1297.48,1304.4,1294.97,1303.02,1273888889
2006-03-16,1303.02,1310.45,1303.02,1305.33,1273433333
2006-03-17,1305.33,1309.79,1305.32,1307.25,1416455556
2006-03-20,1307.25,1310,1303.59,1305.08,1098238889
2006-03-21,1305.08,1310.88,1295.82,1297.23,1192983333
2006-03-22,1297.23,1305.97,1295.81,1305.04,1133227778
2006-03-23,1305.04,1305.04,1298.11,1301.67,1100522222
2006-03-24,1301.67,1306.53,1298.89,1302.95,1292261111
2006-03-27,1302.95,1303.74,1299.09,1301.61,1127611111
2006-03-28,1301.61,1306.24,1291.84,1293.23,1193655556
2006-03-29,1293.23,1305.6,1293.23,1302.89,1190855556
2006-03-30,1302.89,1310.15,1296.72,1300.25,1274755556
2006-03-31,1300.25,1303,1294.87,1294.87,1242616667
2006-04-03,1302.88,1309.19,1296.65,1297.81,1385600000
2006-04-04,1297.81,1307.55,1294.71,1305.93,1193144444
2006-04-05,1305.93,1312.81,1304.82,1311.56,1344455556
2006-04-06,1311.56,1311.99,1302.44,1309.04,1267600000
2006-04-07,1309.04,1314.07,1294.18,1295.5,1156927778
2006-04-10,1295.51,1300.74,1293.17,1296.62,1054622222
2006-04-11,1296.6,1300.71,1282.96,1286.57,1240488889
2006-04-12,1286.57,1290.93,1286.45,1288.12,1076722222
2006-04-13,1288.12,1292.09,1283.37,1289.12,1051077778
2006-04-17,1289.12,1292.45,1280.74,1285.33,997027778
2006-04-18,1285.33,1309.02,1285.33,1307.28,1441911111
2006-04-19,1307.65,1310.39,1302.79,1309.93,1359616667
2006-04-20,1309.93,1318.16,1306.38,1311.46,1396066667
2006-04-21,1311.46,1317.67,1306.59,1311.28,1329238889
2006-04-24,1311.28,1311.28,1303.79,1308.11,1176294444
2006-04-25,1308.11,1310.79,1299.17,1301.74,1314655556
2006-04-26,1301.74,1310.97,1301.74,1305.41,1390383333
2006-04-27,1305.41,1315,1295.57,1309.72,1540005556
2006-04-28,1309.72,1316.04,1306.16,1310.61,1344400000
2006-05-01,1310.61,1317.21,1303.46,1305.19,1353911111
2006-05-02,1305.19,1313.66,1305.19,1313.21,1335261111
2006-05-03,1313.21,1313.47,1303.92,1308.12,1330683333
2006-05-04,1307.85,1315.14,1307.85,1312.25,1350805556
2006-05-05,1312.25,1326.53,1312.25,1325.76,1274866667
2006-05-08,1325.76,1326.7,1322.87,1324.66,1195166667
2006-05-09,1324.66,1326.6,1322.48,1325.14,1198494444
2006-05-10,1324.57,1325.51,1317.44,1322.85,1260305556
2006-05-11,1322.63,1322.63,1303.45,1305.92,1406400000
2006-05-12,1305.88,1305.88,1290.38,1291.24,1426650000
2006-05-15,1291.19,1294.81,1284.51,1294.5,1392033333
2006-05-16,1294.5,1297.88,1288.51,1292.08,1325672222
2006-05-17,1291.73,1291.73,1267.31,1270.32,1572333333
2006-05-18,1270.25,1274.89,1261.75,1261.81,1409716667
2006-05-19,1261.81,1272.15,1256.28,1267.03,1656833333
2006-05-22,1267.03,1268.77,1252.98,1262.07,1540561111
2006-05-23,1262.06,1273.67,1256.15,1256.58,1447361111
2006-05-24,1256.56,1264.53,1245.34,1258.57,1666127778
2006-05-25,1258.41,1273.26,1258.41,1272.88,1318183333
2006-05-26,1272.71,1280.54,1272.5,1280.16,1007788889
2006-05-30,1280.04,1280.04,1259.87,1259.87,1208994444
2006-05-31,1259.38,1270.09,1259.38,1270.09,1495644444
2006-06-01,1270.05,1285.71,1269.19,1285.71,1311200000
2006-06-02,1285.71,1290.68,1280.22,1288.22,1275300000
2006-06-05,1288.16,1288.16,1264.66,1265.29,1285261111
2006-06-06,1265.23,1269.88,1254.46,1263.85,1498694444
2006-06-07,1263.61,1272.47,1255.77,1256.15,1468983333
2006-06-08,1256.08,1259.85,1235.18,1257.93,1968772222
2006-06-09,1257.93,1262.58,1250.03,1252.3,1230000000
2006-06-12,1252.27,1255.22,1236.43,1237.44,1248338889
2006-06-13,1236.08,1243.37,1222.52,1223.69,1786538889
2006-06-14,1223.66,1231.46,1219.29,1230.04,1482216667
2006-06-15,1230.01,1258.64,1230.01,1256.16,1541933333
2006-06-16,1256.16,1256.27,1246.33,1251.54,1546327778
2006-06-19,1251.54,1255.93,1237.17,1240.13,1398444444
2006-06-20,1240.12,1249.01,1238.87,1240.12,1240527778
2006-06-21,1240.09,1257.96,1240.09,1252.2,1311794444
2006-06-22,1251.92,1251.92,1241.53,1245.6,1193433333
2006-06-23,1245.59,1253.13,1241.43,1244.5,1120705556
2006-06-26,1244.5,1250.92,1243.68,1250.56,1043655556
2006-06-27,1250.55,1253.37,1238.94,1239.2,1223961111
2006-06-28,1238.99,1247.06,1237.59,1246,1158605556
2006-06-29,1245.94,1272.88,1245.94,1272.87,1456250000
2006-06-30,1272.86,1276.3,1270.2,1270.2,1694200000
2006-07-03,1270.06,1280.38,1270.06,1280.19,619150000
2006-07-05,1280.05,1280.05,1265.91,1270.91,1202816667
2006-07-06,1270.58,1278.32,1270.58,1274.08,1116200000
2006-07-07,1274.08,1275.38,1263.13,1265.48,1104527778
2006-07-10,1265.46,1274.06,1264.46,1267.34,1030327778
2006-07-11,1267.26,1273.64,1259.65,1272.43,1283805556
2006-07-12,1272.39,1273.31,1257.29,1258.6,1250250000
2006-07-13,1258.58,1258.58,1241.43,1242.28,1414311111
2006-07-14,1242.29,1242.7,1228.45,1236.2,1370622222
2006-07-17,1236.2,1240.07,1231.49,1234.49,1192450000
2006-07-18,1234.48,1239.86,1224.54,1236.86,1378750000
2006-07-19,1236.74,1261.81,1236.74,1259.81,1501100000
2006-07-20,1259.81,1262.56,1249.13,1249.13,1303100000
2006-07-21,1249.12,1250.96,1238.72,1240.29,1502272222
2006-07-24,1240.25,1262.5,1240.25,1260.91,1284844444
2006-07-25,1260.91,1272.39,1257.19,1268.88,1424405556
2006-07-26,1268.87,1273.89,1261.94,1268.4,1482061111
2006-07-27,1268.2,1275.85,1261.92,1263.2,1542616667
2006-07-28,1263.15,1280.42,1263.15,1278.55,1378011111
2006-07-31,1278.53,1278.66,1274.31,1276.66,1367388889
2006-08-01,1278.53,1278.66,1265.71,1270.92,1404272222
2006-08-02,1270.73,1283.42,1270.73,1277.41,1450416667
2006-08-03,1278.22,1283.96,1271.25,1280.27,1515800000
2006-08-04,1280.26,1292.92,1273.82,1279.36,1406094444
2006-08-07,1279.31,1279.31,1273,1275.77,1136477778
2006-08-08,1275.67,1282.75,1268.37,1271.48,1365466667
2006-08-09,1271.13,1283.74,1264.73,1265.95,1419544444
2006-08-10,1265.72,1272.55,1261.3,1271.81,1334550000
2006-08-11,1271.64,1271.64,1262.08,1266.74,1113633333
2006-08-14,1266.67,1278.9,1266.67,1268.21,1176677778
2006-08-15,1268.19,1286.23,1268.19,1285.58,1296722222
2006-08-16,1285.27,1296.21,1285.27,1295.43,1419205556
2006-08-17,1295.37,1300.78,1292.71,1297.48,1365744444
2006-08-18,1297.48,1302.3,1293.57,1302.3,1129950000
2006-08-21,1302.3,1302.3,1295.51,1297.52,977355556
2006-08-22,1297.52,1302.49,1294.44,1298.82,1060411111
2006-08-23,1298.73,1301.5,1289.82,1292.99,1052038889
2006-08-24,1292.97,1297.23,1291.4,1296.06,1072400000
2006-08-25,1295.92,1298.88,1292.39,1295.09,926433333
2006-08-28,1295.09,1305.02,1293.97,1301.78,1019400000
2006-08-29,1301.57,1305.02,1295.29,1304.28,1163177778
2006-08-30,1303.7,1306.74,1302.15,1305.37,1144827778
2006-08-31,1304.25,1306.11,1302.45,1303.82,1096966667
2006-09-01,1303.8,1312.03,1303.8,1311.01,1000288889
2006-09-05,1310.94,1314.67,1308.82,1313.25,1174711111
2006-09-06,1313.04,1313.04,1299.28,1300.26,1294372222
2006-09-07,1300.21,1301.25,1292.13,1294.02,1292138889
2006-09-08,1294.02,1300.14,1294.02,1298.92,1184938889
2006-09-11,1298.86,1302.36,1290.93,1299.54,1392461111
2006-09-12,1299.53,1314.28,1299.53,1313,1550877778
2006-09-13,1312.74,1319.92,1311.12,1318.07,1442900000
2006-09-14,1318,1318,1313.25,1316.28,1306233333
2006-09-15,1316.28,1324.65,1316.28,1319.66,1776683333
2006-09-18,1319.85,1324.87,1318.16,1321.18,1291711111
2006-09-19,1321.17,1322.04,1312.17,1317.64,1328250000
2006-09-20,1318.28,1328.53,1318.28,1325.18,1412816667
2006-09-21,1324.89,1328.19,1315.45,1318.03,1459688889
2006-09-22,1318.03,1318.03,1310.94,1314.78,1201600000
2006-09-25,1314.78,1329.35,1311.58,1326.37,1505688889
2006-09-26,1326.35,1336.6,1325.3,1336.35,1485194444
2006-09-27,1336.12,1340.08,1333.54,1336.59,1527327778
2006-09-28,1336.56,1340.28,1333.75,1338.88,1332122222
2006-09-29,1339.15,1339.88,1335.64,1335.85,1263016667
2006-10-02,1335.82,1338.54,1330.28,1331.32,1196933333
2006-10-03,1331.32,1338.31,1327.1,1334.11,1490383333
2006-10-04,1333.81,1350.2,1331.48,1350.2,1677711111
2006-10-05,1349.84,1353.79,1347.75,1353.22,1565133333
2006-10-06,1353.22,1353.22,1344.21,1349.59,1401666667
2006-10-09,1349.58,1352.69,1346.55,1350.66,1075094444
2006-10-10,1350.62,1354.23,1348.6,1353.42,1320077778
2006-10-11,1353.28,1353.97,1343.57,1349.95,1400555556
2006-10-12,1349.94,1363.76,1349.94,1362.83,1396861111
2006-10-13,1362.82,1366.63,1360.5,1365.62,1379400000
2006-10-16,1365.61,1370.2,1364.48,1369.06,1281066667
2006-10-17,1369.05,1369.05,1356.87,1364.05,1399788889
2006-10-18,1363.93,1372.87,1360.95,1365.8,1477133333
2006-10-19,1365.95,1368.09,1362.06,1366.96,1455461111
2006-10-20,1366.94,1368.66,1362.1,1368.6,1403561111
2006-10-23,1368.58,1377.4,1363.94,1377.02,1378016667
2006-10-24,1377.02,1377.78,1372.42,1377.38,1598272222
2006-10-25,1377.36,1383.61,1376,1382.22,1640855556
2006-10-26,1382.21,1389.45,1379.47,1389.08,1551861111
2006-10-27,1388.89,1388.89,1375.85,1377.34,1365805556
2006-10-30,1377.3,1381.22,1373.46,1377.93,1539133333
2006-10-31,1377.93,1381.21,1372.19,1377.94,1557238889
2006-11-01,1377.76,1381.95,1366.26,1367.81,1567311111
2006-11-02,1367.44,1368.39,1362.21,1367.34,1470100000
2006-11-03,1367.31,1371.68,1360.98,1364.3,1344294444
2006-11-06,1364.27,1381.4,1364.27,1379.78,1407527778
2006-11-07,1379.75,1388.19,1379.19,1382.84,1464661111
2006-11-08,1382.5,1388.61,1379.33,1385.72,1563788889
2006-11-09,1385.43,1388.92,1377.31,1378.33,1673361111
2006-11-10,1378.33,1381.04,1375.6,1380.9,1272333333
2006-11-13,1380.58,1387.61,1378.8,1384.42,1325744444
2006-11-14,1384.36,1394.49,1379.07,1393.22,1681933333
2006-11-15,1392.91,1401.35,1392.13,1396.57,1572850000
2006-11-16,1396.53,1403.76,1396.53,1399.76,1575405556
2006-11-17,1399.76,1401.21,1394.55,1401.2,1514500000
2006-11-20,1401.17,1404.37,1397.85,1400.5,1414838889
2006-11-21,1400.43,1403.49,1399.99,1402.81,1443300000
2006-11-22,1402.69,1407.89,1402.26,1406.09,1243172222
2006-11-24,1405.94,1405.94,1399.25,1400.95,462527778
2006-11-27,1400.95,1400.95,1381.44,1381.96,1506227778
2006-11-28,1381.61,1387.91,1377.83,1386.72,1466527778
2006-11-29,1386.11,1401.14,1386.11,1399.48,1550538889
2006-11-30,1399.47,1406.3,1393.83,1400.63,2225683333
2006-12-01,1400.63,1402.46,1385.93,1396.71,1556100000
2006-12-04,1396.67,1411.23,1396.67,1409.12,1536844444
2006-12-05,1409.1,1415.27,1408.78,1414.76,1530944444
2006-12-06,1414.4,1415.93,1411.05,1412.9,1514044444
2006-12-07,1412.86,1418.27,1406.8,1407.29,1523972222
2006-12-08,1407.27,1414.09,1403.67,1409.84,1355811111
2006-12-11,1409.81,1415.6,1408.56,1413.04,1272166667
2006-12-12,1413,1413.78,1404.75,1411.56,1521205556
2006-12-13,1411.32,1416.64,1411.05,1413.21,1417922222
2006-12-14,1413.16,1427.23,1413.16,1425.49,1516500000
2006-12-15,1425.48,1431.63,1425.48,1427.09,1794211111
2006-12-18,1427.08,1431.81,1420.65,1422.48,1426744444
2006-12-19,1422.42,1428.3,1414.88,1425.55,1509477778
2006-12-20,1425.51,1429.05,1423.51,1423.53,1326461111
2006-12-21,1423.2,1426.4,1415.9,1418.3,1290227778
2006-12-22,1418.1,1418.82,1410.28,1410.76,915327778
2006-12-26,1410.75,1417.91,1410.45,1416.9,727950000
2006-12-27,1416.63,1427.72,1416.63,1426.84,926316667
2006-12-28,1426.77,1427.26,1422.05,1424.73,838094444
2006-12-29,1424.71,1427,1416.84,1418.3,932333333
2007-01-03,1418.03,1429.42,1407.86,1416.6,1905088889
2007-01-04,1416.6,1421.84,1408.43,1418.34,1669144444
2007-01-05,1418.34,1418.34,1405.75,1409.71,1621888889
2007-01-08,1409.26,1414.98,1403.97,1412.84,1535188889
2007-01-09,1412.84,1415.61,1405.42,1412.11,1687988889
2007-01-10,1408.7,1415.99,1405.32,1414.85,1535922222
2007-01-11,1414.84,1427.12,1414.84,1423.82,1587705556
2007-01-12,1423.82,1431.23,1422.58,1430.73,1492488889
2007-01-16,1430.73,1433.93,1428.62,1431.9,1444183333
2007-01-17,1431.77,1435.27,1428.57,1430.62,1494594444
2007-01-18,1430.59,1432.96,1424.21,1426.37,1568016667
2007-01-19,1426.35,1431.57,1425.19,1430.5,1543044444
2007-01-22,1430.47,1431.39,1420.4,1422.95,1411177778
2007-01-23,1422.95,1431.33,1421.66,1427.99,1652816667
2007-01-24,1427.96,1440.14,1427.96,1440.13,1546211111
2007-01-25,1440.12,1440.69,1422.34,1423.9,1663516667
2007-01-26,1423.9,1427.27,1416.96,1422.18,1459233333
2007-01-29,1422.03,1426.94,1418.46,1420.62,1516933333
2007-01-30,1420.61,1428.82,1420.61,1428.82,1503472222
2007-01-31,1428.65,1441.61,1424.78,1438.24,1653716667
2007-02-01,1437.9,1446.64,1437.9,1445.94,1619383333
2007-02-02,1445.94,1449.33,1444.49,1448.39,1427472222
2007-02-05,1448.33,1449.38,1443.85,1446.99,1355238889
2007-02-06,1446.98,1450.19,1443.4,1448,1449283333
2007-02-07,1447.41,1452.99,1446.44,1450.02,1454900000
2007-02-08,1449.99,1450.45,1442.81,1448.31,1564544444
2007-02-09,1448.25,1452.45,1433.44,1438.06,1639894444
2007-02-12,1438,1439.11,1431.44,1433.37,1330933333
2007-02-13,1433.22,1444.41,1433.22,1444.26,1473416667
