Date,Open,High,Low,Close,Volume
2001-03-16,1173.56,1173.56,1148.64,1150.53,857533333
2001-03-19,1150.53,1173.5,1147.18,1170.81,625666667
2001-03-20,1170.81,1180.56,1142.19,1142.62,686611111
2001-03-21,1142.62,1149.39,1118.74,1122.14,747944444
2001-03-22,1122.14,1124.27,1081.19,1117.58,957750000
2001-03-23,1117.58,1141.83,1117.58,1139.83,758277778
2001-03-26,1139.83,1160.02,1139.83,1152.69,618888889
2001-03-27,1152.69,1183.35,1150.96,1182.17,730111111
2001-03-28,1182.17,1182.17,1147.83,1153.29,740777778
2001-03-29,1153.29,1161.69,1136.26,1147.95,685833333
2001-03-30,1147.95,1162.8,1143.83,1160.33,711555556
2001-04-02,1160.33,1169.51,1137.51,1145.87,697166667
2001-04-03,1145.87,1145.87,1100.19,1106.46,770055556
2001-04-04,1106.46,1117.5,1091.99,1103.25,791994444
2001-04-05,1103.25,1151.47,1103.25,1151.44,760000000
2001-04-06,1151.44,1151.44,1119.29,1128.43,703777778
2001-04-09,1128.43,1146.13,1126.38,1137.59,590444444
2001-04-10,1137.59,1173.92,1137.59,1168.38,749777778
2001-04-11,1168.38,1182.24,1160.26,1165.89,716833333
2001-04-12,1165.89,1183.51,1157.73,1183.5,612222222
2001-04-16,1183.5,1184.64,1167.38,1179.68,507722222
2001-04-17,1179.68,1192.25,1168.9,1191.81,616444444
2001-04-18,1191.81,1248.42,1191.81,1238.16,1066055556
2001-04-19,1238.16,1253.71,1233.39,1253.69,826000000
2001-04-20,1253.7,1253.7,1234.41,1242.98,743722222
2001-04-23,1242.98,1242.98,1217.47,1224.36,562555556
2001-04-24,1224.36,1233.54,1208.89,1209.47,675833333
2001-04-25,1209.47,1232.36,1207.38,1228.75,668666667
2001-04-26,1228.75,1248.3,1228.75,1234.52,747333333
2001-04-27,1234.52,1253.07,1234.52,1253.05,606277778
2001-04-30,1253.05,1269.3,1243.99,1249.46,703777778
2001-05-01,1249.46,1266.47,1243.55,1266.44,656277778
2001-05-02,1266.44,1272.93,1257.7,1267.43,745666667
2001-05-03,1267.43,1267.43,1239.88,1248.58,632166667
2001-05-04,1248.58,1267.51,1232,1266.61,601166667
2001-05-07,1266.61,1270,1259.19,1263.51,527222222
2001-05-08,1266.71,1267.01,1253,1261.2,559055556
2001-05-09,1261.2,1261.65,1247.83,1255.54,629111111
2001-05-10,1255.54,1268.14,1254.56,1255.18,587055556
2001-05-11,1255.18,1259.84,1240.79,1245.67,503444444
2001-05-14,1245.67,1249.68,1241.02,1248.92,476777778
2001-05-15,1248.92,1257.45,1245.36,1249.44,595444444
2001-05-16,1249.44,1286.39,1243.02,1284.99,780722222
2001-05-17,1284.99,1296.48,1282.65,1288.49,753111111
2001-05-18,1288.49,1292.06,1281.15,1291.96,628222222
2001-05-21,1291.96,1312.95,1287.87,1312.83,652722222
2001-05-22,1312.83,1315.93,1306.89,1309.38,700222222
2001-05-23,1309.38,1309.38,1288.7,1289.05,630444444
2001-05-24,1289.05,1295.04,1281.22,1293.17,611500000
2001-05-25,1293.17,1293.17,1276.42,1277.89,460055556
2001-05-29,1277.89,1278.42,1265.41,1267.93,570000000
2001-05-30,1267.93,1267.93,1245.96,1248.08,643666667
2001-05-31,1248.08,1261.91,1248.07,1255.82,681444444
2001-06-01,1255.82,1265.34,1246.88,1260.67,563888889
2001-06-04,1260.67,1267.17,1256.36,1267.11,464722222
2001-06-05,1267.11,1286.62,1267.11,1283.57,620444444
2001-06-06,1283.57,1283.85,1269.01,1270.03,589944444
2001-06-07,1270.03,1277.08,1265.08,1276.96,605333333
2001-06-08,1276.96,1277.11,1259.99,1264.96,403444444
2001-06-11,1264.96,1264.96,1249.23,1254.39,483388889
2001-06-12,1254.39,1261,1235.75,1255.85,631388889
2001-06-13,1255.85,1259.75,1241.59,1241.6,590888889
2001-06-14,1241.6,1241.6,1218.9,1219.87,690500000
2001-06-15,1219.87,1221.5,1203.03,1214.36,908638889
2001-06-18,1214.36,1221.23,1208.33,1208.43,617555556
2001-06-19,1208.43,1226.11,1207.71,1212.58,658277778
2001-06-20,1212.58,1225.61,1210.07,1223.14,750055556
2001-06-21,1223.14,1240.24,1220.25,1237.04,859344444
2001-06-22,1237.04,1237.73,1221.41,1225.35,660666667
2001-06-25,1225.35,1231.5,1213.6,1218.6,583388889
2001-06-26,1218.6,1220.7,1204.64,1216.76,666055556
2001-06-27,1216.76,1219.92,1207.29,1211.07,645611111
2001-06-28,1211.07,1234.44,1211.07,1226.2,737388889
2001-06-29,1226.2,1237.29,1221.14,1224.38,1017977778
2001-07-02,1224.42,1239.78,1224.03,1236.72,626833333
2001-07-03,1236.71,1236.71,1229.43,1234.45,345616667
2001-07-05,1234.45,1234.45,1219.15,1219.24,519388889
2001-07-06,1219.24,1219.24,1188.74,1190.59,587055556
2001-07-09,1190.59,1201.76,1189.75,1198.78,580944444
2001-07-10,1198.78,1203.43,1179.93,1181.52,702111111
2001-07-11,1181.52,1184.93,1168.46,1180.18,768944444
2001-07-12,1180.18,1210.25,1180.18,1208.14,774444444
2001-07-13,1208.14,1218.54,1203.61,1215.68,623166667
2001-07-16,1215.68,1219.63,1200.05,1202.45,577666667
2001-07-17,1202.45,1215.36,1196.14,1214.44,687833333
2001-07-18,1214.44,1214.44,1198.33,1207.71,731277778
2001-07-19,1207.71,1225.04,1205.8,1215.02,746388889
2001-07-20,1215.02,1215.69,1207.04,1210.85,650500000
2001-07-23,1210.85,1215.22,1190.5,1191.03,548277778
2001-07-24,1191.03,1191.03,1165.54,1171.65,665944444
2001-07-25,1171.65,1190.52,1171.28,1190.49,711500000
2001-07-26,1190.49,1204.18,1182.65,1202.93,674388889
2001-07-27,1202.93,1209.26,1195.99,1205.82,564055556
2001-07-30,1205.82,1209.05,1200.41,1204.52,505055556
2001-07-31,1204.52,1222.74,1204.52,1211.23,627333333
2001-08-01,1211.23,1223.04,1211.23,1215.93,744611111
2001-08-02,1215.93,1226.27,1215.31,1220.75,676833333
2001-08-03,1220.75,1220.75,1205.31,1214.35,522166667
2001-08-06,1214.35,1214.35,1197.35,1200.48,450944444
2001-08-07,1200.47,1207.56,1195.64,1204.4,562222222
2001-08-08,1204.4,1206.79,1181.27,1183.53,624777778
2001-08-09,1183.53,1184.71,1174.68,1183.43,613444444
2001-08-10,1183.43,1193.33,1169.55,1190.16,533833333
2001-08-13,1190.16,1193.82,1185.12,1191.29,465333333
2001-08-14,1191.29,1198.79,1184.26,1186.73,535888889
2001-08-15,1186.73,1191.21,1177.61,1178.02,592000000
2001-08-16,1178.02,1181.8,1166.08,1181.66,586333333
2001-08-17,1181.66,1181.66,1156.07,1161.97,541277778
2001-08-20,1161.97,1171.41,1160.94,1171.41,498388889
2001-08-21,1171.41,1179.85,1156.56,1157.26,578666667
2001-08-22,1157.26,1168.56,1153.34,1165.31,617111111
2001-08-23,1165.31,1169.86,1160.96,1162.09,547888889
2001-08-24,1162.09,1185.15,1162.09,1184.93,579777778
2001-08-27,1184.93,1186.85,1178.07,1179.21,468111111
2001-08-28,1179.21,1179.66,1161.17,1161.51,548388889
2001-08-29,1161.51,1166.97,1147.38,1148.56,535388889
2001-08-30,1148.6,1151.75,1124.87,1129.03,642777778
2001-08-31,1129.03,1141.83,1126.38,1133.58,511166667
2001-09-04,1133.58,1155.4,1129.06,1132.94,654611111
2001-09-05,1132.94,1135.52,1114.86,1131.74,769166667
2001-09-06,1131.74,1131.74,1105.83,1106.4,755388889
2001-09-07,1106.4,1106.4,1082.12,1085.78,791277778
2001-09-10,1085.78,1096.94,1073.15,1092.54,709222222
2001-09-17,1092.54,1092.54,1037.46,1038.77,1294905556
2001-09-18,1038.77,1046.42,1029.25,1032.74,916894444
2001-09-19,1032.74,1038.91,984.62,1016.1,1178083333
2001-09-20,1016.1,1016.1,984.49,984.54,1113777778
2001-09-21,984.54,984.54,944.75,965.8,1287388889
2001-09-24,965.8,1008.44,965.8,1003.45,970333333
2001-09-25,1003.45,1017.14,998.33,1012.27,896555556
2001-09-26,1012.27,1020.29,1002.62,1007.04,843944444
2001-09-27,1007.04,1018.92,998.24,1018.61,815000000
2001-09-28,1018.61,1040.94,1018.61,1040.94,906388889
2001-10-01,1040.94,1040.94,1026.76,1038.55,653111111
2001-10-02,1038.55,1051.33,1034.47,1051.33,716555556
2001-10-03,1051.33,1075.38,1041.48,1072.28,917000000
2001-10-04,1072.28,1084.12,1067.82,1069.63,893944444
2001-10-05,1069.62,1072.35,1053.5,1071.38,723166667
2001-10-08,1071.37,1071.37,1056.88,1062.44,543888889
2001-10-09,1062.44,1063.37,1053.83,1056.75,682111111
2001-10-10,1056.75,1081.62,1052.76,1080.99,729111111
2001-10-11,1080.99,1099.16,1080.99,1097.43,946988889
2001-10-12,1097.43,1097.43,1072.15,1091.65,739666667
2001-10-15,1091.65,1091.65,1078.19,1089.98,569277778
2001-10-16,1089.98,1101.66,1087.13,1097.54,672500000
2001-10-17,1097.54,1107.12,1076.57,1077.09,806777778
2001-10-18,1077.09,1077.94,1064.54,1068.61,701611111
2001-10-19,1068.61,1075.52,1057.24,1073.48,719388889
2001-10-22,1073.48,1090.57,1070.79,1089.9,614277778
2001-10-23,1089.9,1098.99,1081.53,1084.78,731833333
2001-10-24,1084.78,1090.26,1079.98,1085.2,742333333
2001-10-25,1085.2,1100.09,1065.64,1100.09,758000000
2001-10-26,1100.09,1110.61,1094.24,1104.61,691388889
2001-10-29,1104.61,1104.61,1078.3,1078.3,614500000
2001-10-30,1078.3,1078.3,1053.61,1059.79,720777778
2001-10-31,1059.79,1074.79,1057.55,1059.78,751388889
2001-11-01,1059.78,1085.61,1054.31,1084.1,731888889
2001-11-02,1084.1,1089.63,1075.58,1087.2,623277778
2001-11-05,1087.2,1106.72,1087.2,1102.84,704277778
2001-11-06,1102.84,1119.73,1095.36,1118.86,753333333
2001-11-07,1118.86,1126.62,1112.98,1115.8,784055556
2001-11-08,1115.8,1135.75,1115.42,1118.54,843055556
2001-11-09,1118.54,1123.02,1111.13,1120.31,607666667
2001-11-12,1120.31,1121.71,1098.32,1118.33,550888889
2001-11-13,1118.33,1139.14,1118.33,1139.09,761166667
2001-11-14,1139.09,1148.28,1132.87,1141.21,801888889
2001-11-15,1141.21,1146.46,1135.06,1142.24,808055556
2001-11-16,1142.24,1143.52,1129.92,1138.65,743000000
2001-11-19,1138.65,1151.06,1138.65,1151.06,731555556
2001-11-20,1151.06,1152.45,1142.17,1142.66,739000000
2001-11-21,1142.66,1142.66,1129.78,1137.03,571833333
2001-11-23,1137.03,1151.05,1135.9,1150.34,227944444
2001-11-26,1150.34,1157.88,1146.17,1157.42,627666667
2001-11-27,1157.42,1163.38,1140.81,1149.5,715555556
2001-11-28,1149.5,1149.5,1128.29,1128.52,790944444
2001-11-29,1128.52,1140.4,1125.51,1140.2,764277778
2001-11-30,1140.2,1143.57,1135.89,1139.45,746444444
2001-12-03,1139.45,1139.45,1125.78,1129.9,668277778
2001-12-04,1129.9,1144.8,1128.86,1144.8,732500000
2001-12-05,1143.77,1173.62,1143.77,1170.35,980722222
2001-12-06,1170.35,1173.35,1164.43,1167.1,826611111
2001-12-07,1167.1,1167.1,1152.66,1158.31,693444444
2001-12-10,1158.31,1158.31,1139.66,1139.93,677055556
2001-12-11,1139.93,1150.89,1134.32,1136.76,759555556
2001-12-12,1136.76,1141.58,1126.01,1137.07,805388889
2001-12-13,1137.07,1137.07,1117.85,1119.38,839722222
2001-12-14,1119.38,1128.28,1114.53,1123.09,726000000
2001-12-17,1123.09,1137.3,1122.66,1134.36,700222222
2001-12-18,1134.36,1145.1,1134.36,1142.92,752222222
2001-12-19,1142.92,1152.44,1134.75,1149.56,824944444
2001-12-20,1149.56,1151.42,1139.93,1139.93,828055556
2001-12-21,1139.93,1147.46,1139.93,1144.89,941111111
2001-12-24,1144.89,1147.83,1144.62,1144.65,244261111
2001-12-26,1144.65,1159.18,1144.65,1149.37,439500000
2001-12-27,1149.37,1157.13,1149.37,1157.13,486833333
2001-12-28,1157.13,1164.64,1157.13,1161.02,509666667
2001-12-31,1161.02,1161.16,1148.04,1148.08,524222222
2002-01-02,1148.08,1154.67,1136.23,1154.67,650555556
2002-01-03,1154.67,1165.27,1154.01,1165.27,777166667
2002-01-04,1165.27,1176.55,1163.42,1172.51,840555556
2002-01-07,1172.51,1176.97,1163.55,1164.89,726833333
2002-01-08,1164.89,1167.6,1157.46,1160.71,699333333
2002-01-09,1160.71,1174.26,1151.89,1155.14,806666667
2002-01-10,1155.14,1159.93,1150.85,1156.55,721666667
2002-01-11,1156.55,1159.41,1145.45,1145.6,673277778
2002-01-14,1145.6,1145.6,1138.15,1138.41,714666667
2002-01-15,1138.41,1148.81,1136.88,1146.19,770500000
2002-01-16,1146.19,1146.19,1127.49,1127.57,823611111
2002-01-17,1127.57,1139.27,1127.57,1138.88,766722222
2002-01-18,1138.88,1138.88,1124.45,1127.58,740722222
2002-01-22,1127.58,1135.26,1117.91,1119.31,728666667
2002-01-23,1119.31,1131.94,1117.43,1128.18,821777778
2002-01-24,1128.18,1139.5,1128.18,1132.15,862666667
2002-01-25,1132.15,1138.31,1127.82,1133.28,747277778
2002-01-28,1133.28,1138.63,1126.66,1133.06,659333333
2002-01-29,1133.06,1137.47,1098.74,1100.64,1006666667
2002-01-30,1100.64,1113.79,1081.66,1113.57,1122000000
2002-01-31,1113.57,1130.21,1113.3,1130.2,865000000
2002-02-01,1130.2,1130.2,1118.51,1122.2,759555556
2002-02-04,1122.2,1122.2,1092.25,1094.44,798666667
2002-02-05,1094.44,1100.96,1082.58,1090.02,987944444
2002-02-06,1090.02,1093.58,1077.78,1083.51,925444444
2002-02-07,1083.51,1094.03,1078.44,1080.17,800888889
2002-02-08,1080.17,1096.3,1079.91,1096.22,762166667
2002-02-11,1096.22,1112.01,1094.68,1111.94,644111111
2002-02-12,1111.94,1112.68,1102.98,1107.5,607888889
2002-02-13,1107.5,1120.56,1107.5,1118.51,675500000
2002-02-14,1118.51,1124.72,1112.3,1116.48,706944444
2002-02-15,1116.48,1117.09,1103.23,1104.18,755111111
2002-02-19,1104.18,1104.18,1082.24,1083.34,661055556
